Year,County,Municipality,DEC ID,Facility Name,SIC Code,VOC (tons),NOx (tons),CO (tons),CO2 (tons),Particulates (tons),PM10 (tons),PM2.5 (tons),HAPS (tons),SO2 (tons),Location
2017,FULTON,JOHNSTOWN,5170800038,PEARL LEATHER FINISHERS INC,3111,0.04,0.66,0.55,782.87,0.05,0.05,0,0,0,POINT (-74.36846 43.00655)
2021,MONTGOMERY,FONDA,4273200014,KEYMARK CORP PLANT,3354,7.56,20.09,16.81,24052.34,4.67,0.42,4.24,2.96,0.12,POINT (-74.3745 42.95452)
2012,JEFFERSON,WATERTOWN,6221800017,KNOWLTON TECHNOLOGIES LLC,2621,12.82,8.43,7.08,10110,0.64,0.64,0.64,0,0.05,POINT (-75.91428 43.97586)
2013,NEW YORK,MANHATTAN (6201),2620100005,NEW YORK PRESBYTERIAN HOSPITAL,8062,1.74,9.76,12.73,19424.9,1.6,1.6,0,0,4.21,POINT (-74.00601 40.7145)
2013,BROOME,"NANTICOKE, BARKER",7039900011,BROOME COUNTY LFG RECOVERY FACILITY,4911,18.93,50.22,110.66,21334.51,1.79,0.53,0.53,0,0.1,POINT (-76.05409 42.2748)
2019,ONTARIO,BLOOMFIELD,8322600023,DOLCO PACKAGING,3086,71.6,0.23,0.04,144.26,0,0.62,0.01,0,0.01,POINT (-77.43121 42.89798)
2010,ROCKLAND,STONY POINT,3392800001,ALGONQUIN GAS: STONY POINT COMPRESSOR STA,4922,2.52,38.36,19.31,55515.77,3.18,3.18,1.92,0,1.57,POINT (-74.00764 41.23448)
2021,SARATOGA,SARATOGA SPRINGS,5411500011,QUADGRAPHICS,2752,39.42,8.7,5.42,10185.96,0.26,0,0.26,5.56,0.05,POINT (-73.78441 43.08412)
2018,ALBANY,ALBANY,4010100426,ALBANY LANDFILL GAS TO ENERGY FACILITY,4911,5.36,20.69,101.81,1554.21,4.43,4.43,0,0,26.31,POINT (-73.75521 42.65155)
2011,DUTCHESS,BEACON,3130200017,CHEMPRENE INC,3052,6.22,3.89,3.08,4300.44,1.51,0.33,0.3,0,2.21,POINT (-73.97282 41.50666)
2011,KINGS,BROOKLYN (6107),2610700012,NYC-HH - CONEY ISLAND HOSPITAL,8062,0.61,29.67,2.74,13815.32,3.05,0,0,0,23.56,POINT (-73.99036 40.69245)
2011,NIAGARA,WHEATFIELD,9294000030,METAULLICS SYSTEMS DIVISION OF PYROTEK INC,3624,3.52,1.74,7.17,1016.5,3.66,1.67,0,7.05,5.94,POINT (-78.88961 43.08599)
2014,KINGS,BROOKLYN (6104),2610400015,NYC-HH - WOODHULL HOSPITAL,8062,0.54,14.04,7.16,9132.93,1.34,0.59,0.72,0,3.06,POINT (-73.99036 40.69245)
2020,SUFFOLK,EDGEWOOD,1472803244,EDGEWOOD ENERGY LLC,4911,0.91,4.25,7.98,51354.89,2.85,0,2.85,0,0.26,POINT (-74.21237 42.14037)
2020,TOMPKINS,ITHACA,7502400007,BORGER STATION,4922,0.49,50.59,12.96,17390.41,1.03,0,1.03,0,0.54,POINT (-76.49546 42.44051)
2018,CHEMUNG,ELMIRA,8070400025,KENNEDY VALVE DIV MC WANE INC,3321,26.64,10.08,118.4,8048.13,156.37,117.79,0.51,0,0.87,POINT (-76.79893 42.09064)
2012,QUEENS,QUEENS (6306),2630600071,QUEENS FRESH MEADOWS FACILITY,6514,15.61,17.93,4.22,14961.55,1.65,1.65,0.95,0,1.36,POINT (-73.82999 40.714)
2020,ORANGE,NEW WINDSOR,3334800082,GLOBAL COMPANIES - CARGO TERMINAL,5171,107.79,0.12,0.02,93.61,0.01,0,0.01,0,0,POINT (-74.02274 41.47742)
2016,QUEENS,ASTORIA,2630100084,POLETTI POWER PROJECT,4911,0.03,74.83,5.53,1213918.88,15.76,0.8,14.95,0,6.16,POINT (-73.93014 40.77205)
2011,FULTON,JOHNSTOWN,5172800005,FULTON COUNTY MUD RD SANITARY LANDFILL,4953,3.23,0.46,0.09,3513.19,1.69,1.69,0.03,0.29,0.68,POINT (-74.36846 43.00655)
2012,WESTCHESTER,YONKERS,3551800222,SAINT JOHN'S RIVERSIDE HOSPITAL,8062,0.3,12.67,1.35,8314.96,2.09,2.09,0,0,12.7,POINT (-73.89874 40.93299)
2010,ALBANY,ALBANY,4010100122,NYS OGS SHERIDAN STEAM PLANT,4961,4.05,135.52,59.37,84016.27,5.5,5.47,5.47,0,0.58,POINT (-73.75521 42.65155)
2015,ERIE,BUFFALO,9140200154,BIRD ISLAND STP,4952,9.79,62.14,54.5,21345.64,3.02,0,0.92,0.02,3.69,POINT (-78.87846 42.88545)
2012,KINGS,BROOKLYN (6105),2610500263,STARRETT CITY POWER PLANT,6514,8.72,207.65,62.11,90546.53,5.69,5.66,5.61,0,1.4,POINT (-73.99036 40.69245)
2021,ORANGE,WEST POINT,3333600022,WEST POINT US ARMY GARRISON,8221,3.38,34.52,28.24,38078.91,2.49,0.01,2.4,0.67,3.21,POINT (-73.95502 41.39523)
2018,WAYNE,GALEN,8542400010,ADVANCED ATOMIZATION TECHNOLOGIES LLC,3724,98.39,0.07,0.05,78,0,0,0,0,0,POINT (-76.86989 43.11026)
2019,GREENE,CEMENTON,4192600001,LEHIGH NORTHEAST CEMENT CO - CEMENTON TERMINAL,3241,0,0.35,0.09,221.22,0,14.79,11.92,0,0,POINT (-73.92458 42.13509)
2011,ALBANY,BETHLEHEM,4012200078,SELKIRK COGENERATION PROJECT,4911,18.16,391.49,269.14,967420.81,53.4,22.24,22.24,0,29.1,POINT (-73.83926 42.61989)
2021,KINGS,BROOKLYN,2610200005,OWLS HEAD WASTEWATER RESOURCE RECOVERY FACILITY,4952,1.71,11.43,108.74,12161.41,2.7,0.27,2.43,0.91,5.75,POINT (-73.99036 40.69245)
2011,KINGS,BROOKLYN (6102),2610200005,OWLS HEAD WASTEWATER TREATMENT PLANT,4952,6.43,163.94,54.76,10960.19,6.07,6.07,5.19,0.2,2.82,POINT (-73.99036 40.69245)
2022,SUFFOLK,SHOREHAM,1472204133,SHOREHAM ENERGY LLC,4911,0.05,4.75,0.96,16423.8,1.21,0,0.64,0.06,0.05,POINT (-72.90943 40.96172)
2010,KINGS,BROOKLYN (6101),2610100071,GREENPOINT ENERGY CTR,4923,0.9,3.68,2.48,397.8,0.8,0.8,0.8,0,0,POINT (-73.99036 40.69245)
2015,NASSAU,NORTH HEMPSTEAD,1282200248,NORTH SHORE UNIVERSITY HOSPITAL,8062,0.7,15.78,14.21,20895.29,1.31,0.32,0.98,0,0.11,POINT (-73.69935 40.79657)
2015,BRONX,BRONX (6007),2600700724,HELL GATE,4911,0.53,3.05,2.33,29489.04,3.28,3.26,0.01,0,0.21,POINT (-73.92309 40.826)
2016,ALBANY,MENANDS,4012600138,ALBANY COUNTY SEWER DISTRICT - NORTH PLANT,4952,7.94,28.59,72.87,270.65,2.55,2.53,0.02,0.06,0.85,POINT (-73.72401 42.6926)
2013,GENESEE,BATAVIA,8180200045,BATAVIA POWER PLANT,4931,0.38,20.89,3.04,21675.02,1.2,1.2,0,0,0.12,POINT (-78.18838 42.99842)
2017,STEUBEN,WOODHULL,8468200006,WOODHULL STATION & POOL,4922,3.25,257.93,36.73,848.84,0.95,0,0.95,0.01,0.06,POINT (-77.41594 42.0526)
2010,CAYUGA,AUBURN,7050100044,NUCOR STEEL AUBURN INC,3312,3.68,66.18,254.53,57800.81,11.58,2.84,1.74,0,19.35,POINT (-76.56591 42.92936)
2010,NIAGARA,NIAGARA FALLS,9291100112,OCCIDENTAL CHEMICAL CORP - NIAGARA PLANT,2812,1.65,0.74,0.62,859.95,1.19,0.2,0.04,7.26,0,POINT (-79.05551 43.096)
2019,ONEIDA,AVA,6302400025,WM ONEIDA HERKIMER RENEWABLE ENERGY FACILITY,4911,0.95,26.02,101.18,32864.04,6.82,0,0,1.11,30.39,POINT (-75.47957 43.41872)
2013,NIAGARA,LOCKPORT,9292600016,LOCKPORT COGENERATION FACILITY,4931,1.97,244.77,27.79,204837.4,0.4,0.4,0.39,0,0.02,POINT (-78.69511 43.16926)
2021,ERIE,BUFFALO,9140200600,BUFFALO TERMINAL,4226,23.46,0.13,0.09,128.1,0.02,0.01,0.01,0.68,0,POINT (-78.87846 42.88545)
2015,ONONDAGA,GEDDES,7313200035,SYRACUSE LLC,4931,0.58,16.63,9.67,12974.93,0.78,0,0.76,0,0.07,POINT (-76.23995 43.08983)
2014,ORANGE,NEW WINDSOR,3334800111,GLOBAL COMPANIES LLC - NEWBURGH TERMINAL,5171,50.83,0.01,0,53.38,0,0,0,0,0.03,POINT (-74.02274 41.47742)
2017,ALBANY,COHOES,4012600033,TOWN OF COLONIE LANDFILL FACILITY,4953,12.53,0.34,0.63,231.71,1.04,1.01,0.03,0.43,0.12,POINT (-73.70009 42.77465)
2012,SUFFOLK,SOUTHOLD,1473800455,SOUTHOLD GT FACILITY,4911,0.01,3.82,0.03,1085.98,0.27,0.27,0.13,0,0.21,POINT (-72.42815 41.06424)
2017,GREENE,ATHENS,4192200055,ATHENS GENERATING PLANT,4911,6.07,119.47,1116.58,1570671.69,51.36,0,51.36,0,47.57,POINT (-73.8089 42.2601)
2021,RICHMOND,STATEN ISLAND,2640300014,ARTHUR KILL GENERATING STATION,4911,25.91,346.02,395.55,581783.18,35.79,0,35.59,7.98,2.96,POINT (-74.07527 40.64242)
2010,NASSAU,HEMPSTEAD,1282000358,FREEPORT POWER PLANT #2,4911,3.53,6.7,5.05,33268.55,0.98,0.97,0.97,0,0.29,POINT (-73.62194 40.7101)
2012,MONROE,ROCHESTER,8261400888,ROCHESTER SILVER WORKS,3341,2.43,2.75,1.74,13541.5,4.13,0,0,0.53,0.03,POINT (-77.61632 43.1558)
2017,ERIE,TONAWANDA,9146400090,NOCO ENERGY CORP - TONAWANDA,5171,11.82,6.48,5.38,7768.21,0.5,0.01,0.49,0,0.04,POINT (-78.88617 43.01888)
2018,ORANGE,NEWBURGH,3334600011,DANSKAMMER GENERATING STATION,4911,0.55,17.57,11.09,15840,1,0,1,0,0.08,POINT (-74.01023 41.49994)
2010,NASSAU,HEMPSTEAD,1282001549,MOTIVA ENTERPRISES LLC LONG ISLAND TERMINAL,5171,41.3,0.06,0.01,194.27,0.01,0.01,0,0,0.82,POINT (-73.62194 40.7101)
2019,ORLEANS,ALBION,8342000010,SAINT-GOBAIN ADFORS AMERICA INC,2396,56,9.04,7.55,10774.2,0,0,0.68,0,0.06,POINT (-78.19375 43.24613)
2018,ORANGE,NEW WINDSOR,3334800084,METAL CONTAINER CORP,3411,118.19,10.48,8.8,12509.22,5.23,1.15,0.8,0.04,0.06,POINT (-74.02274 41.47742)
2011,STEUBEN,WOODHULL,8468200006,WOODHULL STATION & POOL,4922,20.98,22.12,41.08,2314.33,5.01,5,4.97,0.01,0.07,POINT (-77.41594 42.0526)
2015,KINGS,BROOKLYN (6101),2610100105,ARC TERMINALS BROOKLYN,5171,22.97,0.01,0.01,10.5,0,0,0,0,0,POINT (-73.99036 40.69245)
2012,DUTCHESS,EAST FISHKILL,3132800025,"IBM EAST FISHKILL FACILITY, HUDSON VALLEY RESEARCH PARK",3674,9.87,24.29,55.14,16617.12,5.64,4.16,1.05,0.03,0.26,POINT (-73.79569 41.55343)
2014,ESSEX,TICONDEROGA,5154800008,INTERNATIONAL PAPER TICONDEROGA MILL,2611,90.79,629.44,625.01,777582.77,312.99,60.6,218.33,5.89,1087.06,POINT (-73.42423 43.84879)
2010,ALLEGANY,WILLING,9027400004,BEECH HILL COMPRESSOR STATION,4922,8.64,37.39,69.79,11931.66,0.53,0.53,0.02,0,0.27,POINT (-77.89756 42.0488)
2013,OSWEGO,FULTON,7350400012,SPEAR USA,2759,5.85,1.39,1.17,1666.2,0.11,0.11,0,0,0.01,POINT (-76.41527 43.32201)
2021,DUTCHESS,POUGHKEEPSIE,3134600019,DUTCHESS CO RESOURCE RECOVERY FACILITY,4953,23.7,148.66,89.37,44909.42,3.41,0.17,0,6.89,10.01,POINT (-73.92915 41.70712)
2016,JEFFERSON,CARTHAGE,6226000024,CARTHAGE ENERGY COGEN FACILITY,4911,0.22,8.17,0.52,7244.75,0.87,0.87,0,0,0.19,POINT (-75.60618 43.98008)
2021,TOMPKINS,LANSING,7503200019,"CAYUGA OPERATING COMPANY, LLC",4911,0,0.01,0,14.2,0,0,0,0,0,POINT (-76.48795 42.48713)
2016,SUFFOLK,RONKONKOMA,1472800185,MACARTHUR RESOURCE RECOVERY FACILITY,4953,3.16,156.76,77.4,58683.37,1.19,0.25,0,1.94,12.63,POINT (-73.12412 40.8062)
2011,NEW YORK,MANHATTAN (6204),2620400118,ROCKEFELLER UNIVERSITY,6512,7.11,36.81,18.94,23681.82,1.56,1.55,1.55,0.14,1.64,POINT (-74.00601 40.7145)
2011,MONROE,GATES,8262600109,ROCHESTER TECHNOLOGY PARK,4961,0.54,9.87,8.29,11844,0.75,0.75,0.75,0,0.06,POINT (-73.63817 43.09146)
2015,ST. LAWRENCE,DEKALB,6403000002,CORNING INC CANTON PLANT,3229,0.78,97.21,7.47,4281.83,9.3,8.57,0.7,3.96,0.31,POINT (-75.34272 44.49895)
2016,CAYUGA,AUBURN,7050100134,AUBURN LANDFILL GAS ELECTRIC GENERATORS FACILITY,4911,0,0,0,5729,0,0,0,0,0,POINT (-76.56591 42.92936)
2022,FULTON,JOHNSTOWN,5172800005,FULTON COUNTY MUD RD SANITARY LANDFILL,4953,2.61,0.15,0.03,4237.84,1.76,1.74,0.01,1.2,0.34,POINT (-74.36846 43.00655)
2018,SCHUYLER,WATKINS GLEN,8443200001,U S SALT - WATKINS GLEN REFINERY,2899,2.4,66.31,55.7,79572.6,80.42,0,5.04,0,0.4,POINT (-76.87373 42.38107)
2015,SCHOHARIE,COBLESKILL,4432600017,MILL SERVICES INC,2431,44.93,0.48,0.41,3746.3,8.31,8.27,0.04,0,0,POINT (-74.48317 42.6782)
2018,OSWEGO,SCRIBA,7355600040,INDEPENDENCE STATION,4931,0.12,323.67,491.01,2242950.54,49.46,0,0.58,0,8.86,POINT (-76.42047 43.4658)
2021,ORANGE,MIDDLETOWN,3335200145,REVERE SMELTING & REFINING CORP,3341,1.48,473.09,135.68,28357.15,4.75,0,1.81,0.49,3.07,POINT (-74.42261 41.44584)
2015,ALBANY,COEYMANS,4012400001,LAFARGE RAVENA PLANT,3241,94.64,1724.49,686.55,1095464.33,646.26,393.81,250.17,98.03,4806.02,POINT (-73.7926 42.47432)
2016,QUEENS,QUEENS,2630400024,RAVENSWOOD GENERATING STATION,4911,111.27,1619.18,485.33,3155760.8,205.58,0,205.48,0,68.99,POINT (-73.82999 40.714)
2020,NIAGARA,LOCKPORT,9292000008,TENNESSEE GAS PIPELINE CO COMPRESSOR STATION 230-C,4922,2.15,36.84,44.74,75041.65,4.55,0.14,4.22,0,0.65,POINT (-78.69511 43.16926)
2021,RENSSELAER,CASTLETON ON HUDSON,4384400008,CASTLETON ENERGY CENTER,4911,0.72,54.88,30.26,82177.09,2.58,0.2,2.38,0.7,0.42,POINT (-73.75624 42.53158)
2013,KINGS,BROOKLYN (6107),2610700079,NYC-TA CONEY ISLAND YARD,4111,2.36,8.62,2.54,6161.4,0.06,0.06,0,0,0.07,POINT (-73.99036 40.69245)
2010,QUEENS,QUEENS (6307),2630700276,INTERSTATE BRANDS CORPORATION,2051,9.55,3.4,1.32,3536.24,0.12,0.12,0.12,0,0.02,POINT (-73.82999 40.714)
2013,BROOME,UNION,7034600160,HURON CAMPUS,6512,2.19,58.23,30.82,43345.89,2.91,2.91,2.9,0,0.44,POINT (-76.06886 42.15132)
2019,NIAGARA,NIAGARA FALLS,9293000032,TAM CERAMICS LLC,3295,0,61.46,6.72,2548.79,5.31,6.67,0.02,0,3.4,POINT (-79.05551 43.096)
2017,JEFFERSON,WATERTOWN,6221800017,KNOWLTON TECHNOLOGIES LLC,2621,2.28,9.79,8.22,11683.39,0.74,0,0.74,0,0.06,POINT (-75.91428 43.97586)
2022,SENECA,WATERLOO,8453200023,SENECA MEADOWS SWMF,4953,20.74,11.75,41.72,77884.64,1.03,0,0.04,3.74,35.28,POINT (-76.8627 42.89895)
2010,QUEENS,QUEENS (6307),2630700290,LONG ISLAND JEWISH MEDICAL CENTER-QUEENS,8062,2.76,18.14,19.45,26090.06,2.37,1.66,1.47,0,4.06,POINT (-73.82999 40.714)
2020,WAYNE,LYONS,8542800006,SILGAN CONTAINERS CORP - LYONS PLANT,3411,9.45,0.45,0.38,540,0.04,0,0.04,0,0,POINT (-76.99217 43.06049)
2010,JEFFERSON,WILNA,6226000024,CARTHAGE ENERGY COGEN FACILITY,4911,0.22,8.7,0.63,7107.91,0.43,0.43,0.42,0,0.1,POINT (-75.59418 43.99918)
2012,ORANGE,NEW WINDSOR,3334800084,METAL CONTAINER CORP,3411,83.57,7.44,6.25,9145.57,1.53,0.57,0.57,0,0.04,POINT (-74.02274 41.47742)
2013,NASSAU,HEMPSTEAD,1282000553,EF BARRETT POWER STATION,4911,33.43,794.1,563.01,822746.75,58.62,58.62,7,0,34.69,POINT (-73.62194 40.7101)
2021,BRONX,BRONX,2600200105,MONTEFIORE MEDICAL CTR-111 E 210TH ST,8062,3.94,29.6,29.76,33151.14,1.24,0.77,0.48,0.3,3.19,POINT (-73.92309 40.826)
2014,JEFFERSON,LE RAY,6224000009,REENERGY BLACK RIVER LLC,4911,2.27,276.76,192.12,1047243.62,45.65,45.65,0,0,258.02,POINT (-75.79828 44.0835)
2014,ERIE,TONAWANDA,9146400031,E I DUPONT YERKES PLANT,3081,54.28,4.09,1.39,1965.33,4.36,0.05,2.23,4.38,0.1,POINT (-78.88617 43.01888)
2020,ONTARIO,BLOOMFIELD,8322600023,DOLCO PACKAGING,3086,76.71,0.16,0.06,103.59,1.7,0.66,0.01,0,0.01,POINT (-77.43121 42.89798)
2010,WASHINGTON,KINGSBURY,5534400001,WHEELABRATOR HUDSON FALLS,4953,1.44,256.93,32.14,40290.86,7.69,0.28,0,20.33,23.1,POINT (-73.58595 43.30063)
2010,MONROE,ROCHESTER,8261400344,ARCH CHEMICALS INC,2869,9.65,16.56,0,11678.62,4.22,0,0,1.14,0,POINT (-77.61632 43.1558)
2015,WESTCHESTER,YONKERS,3551800426,EXCELSIOR PACKAGING GROUP INC,2759,0,0,0,0,0,0,0,0,0,POINT (-73.89874 40.93299)
2012,CHAUTAUQUA,CARROLL,9062400016,SGK VENTURES FREWSBURG FACILITY,5093,22.54,2.33,1.96,2865.48,5.4,0.18,0.12,0,0.01,POINT (-79.16058 42.05266)
2010,BROOME,"NANTICOKE, BARKER",7039900027,BROOME COUNTY LANDFILL,4953,3.27,0,0,0,0,0,0,0.1,0,POINT (-76.05409 42.2748)
2021,ROCKLAND,HILLBURN,3392600059,HILLBURN SUBSTATION,4911,0.01,2.56,0.48,639.54,0.04,0,0.04,0.01,0.02,POINT (-74.16934 41.12496)
2011,ONTARIO,SENECA,8324400004,ONTARIO CO LANDFILL,4953,117.97,1.09,0.19,32649.78,0.83,0,0,2.03,2.02,POINT (-77.05335 42.80424)
2013,SUFFOLK,BROOKHAVEN,1472200108,SHOREHAM COMBUSION TURBINE FACILITY,4911,0.21,65.23,7.32,52134.38,2.49,2.49,0.32,0,30.04,POINT (-72.91224 40.7737)
2015,SCHOHARIE,CARLISLE,4432400005,COMPRESSOR STATION 249,4922,28.97,46.25,60.47,40570.9,11.2,11.2,0,0,0.31,POINT (-74.44387 42.75687)
2010,JEFFERSON,RODMAN,6225200007,SOLID WASTE MANAGEMENT FACILITY,4953,5.21,1.53,7.46,2410.69,0.34,0.34,0,0.82,4.05,POINT (-75.94078 43.85022)
2014,ONEIDA,ROME,6301300065,VARFLEX CORPORATION,3644,5.01,0.72,0.52,776.46,0.06,0,0.06,0,0.03,POINT (-75.45336 43.21516)
2010,ONEIDA,AUGUSTA,6302200014,TYCO HEALTHCARE KENDALL,3841,2.22,4.45,0.54,2640.96,0.97,0.57,0.07,0.01,24.35,POINT (-75.50126 42.97483)
2011,SUFFOLK,HUNTINGTON,1472600009,AMERICAN TECHNICAL CERAMICS,3675,13.08,0.34,0.28,399.01,0.16,0.06,0.03,0,0,POINT (-73.42913 40.8722)
2021,SUFFOLK,HAUPPAUGE,1472801062,DISC GRAPHICS FACILITY,2752,0,0,0,0,0,0,0,0,0,POINT (-73.20342 40.82523)
2016,STEUBEN,WAYLAND,8467400004,GUNLOCKE CO,2521,106.06,10.02,15.73,10238.89,37.22,25.79,0.22,0,0.51,POINT (-77.58991 42.56779)
2020,QUEENS,JAMAICA,2630800096,CALPINE JFK ENERGY CENTER,4931,4.94,63.84,15.35,261260.69,14.55,0,14.54,0,1.45,POINT (-73.80853 40.70179)
2020,NEW YORK,NEW YORK,2620400037,CON ED-EAST 60TH STREET STEAM PLANT,4961,4.78,36.94,35.61,50872.62,3.22,0,3.2,0,0.25,POINT (-74.00712 40.71453)
2014,QUEENS,QUEENS (6304),2630401377,VERNON BLVD PLANT,4911,1.62,3.25,1.48,28891.4,1.62,0,1.62,0,0.14,POINT (-73.82999 40.714)
2012,ALBANY,ALBANY,4010100171,ALBANY LANDFILL,4953,17.9,51.15,39.47,49355.15,2.85,2.85,2.85,5.98,47.05,POINT (-73.75521 42.65155)
2012,ONEIDA,AVA,6302400025,WM ONEIDA HERKIMER RENEWABLE ENERGY FACILITY,4911,0.06,8.97,33.62,9932.26,2.07,2.07,0,0,9.21,POINT (-75.47957 43.41872)
2011,CATTARAUGUS,OLEAN,9041200042,INDECK OLEAN ENERGY CENTER,4911,1.26,24.52,3,70836.4,0.97,0.97,0.77,0,0.36,POINT (-78.42814 42.07761)
2010,QUEENS,QUEENS (6301),2630100065,ELMHURST HOSP-79-01 BROADWAY,8062,0.88,12.92,3.22,10722.79,1.03,1.03,0.41,0,3.86,POINT (-73.82999 40.714)
2020,SENECA,SENECA FALLS,8453200075,SENECA ENERGY LFGTE FACILITY,4911,72.01,47.05,449.68,71128.93,23.26,3.29,19.97,6,46.78,POINT (-76.80882 42.91054)
2022,LEWIS,LOWVILLE,6233600028,NEENAH NORTHEAST - LOWVILLE,2672,7.06,2.14,1.79,2500.83,0.16,0.1,0.06,3.04,0.01,POINT (-75.49047 43.78695)
2013,CORTLAND,CORTLANDVILLE,7112200063,PALL TRINITY MICRO,3569,58.7,0.01,0,0,0,0,0,0.24,0,POINT (-76.15751 42.59828)
2022,MADISON,CANASTOTA,7253800011,MADISON COUNTY LANDFILL,4953,4.79,3.16,15.89,12575.49,0.7,0.68,0.02,0.87,2.15,POINT (-75.75489 43.08027)
2015,NASSAU,HEMPSTEAD,1282001549,MOTIVA ENTERPRISES LLC LONG ISLAND TERMINAL,5171,29.15,0,0,4.1,0,0,0,0,0,POINT (-73.62194 40.7101)
2016,NEW YORK,NEW YORK,2620200167,COLUMBIA UNIVERSITY-410 W 118TH ST,4961,1.65,40.51,32.51,47451.39,3.09,0.12,2.95,0,0.25,POINT (-74.00712 40.71453)
2016,TOMPKINS,LANSING,7503200019,"CAYUGA OPERATING COMPANY, LLC",4911,7.37,355.71,58.88,896422.84,74.04,8.54,65.46,1.97,737.45,POINT (-76.48795 42.48713)
2016,ERIE,BUFFALO,9140200600,BUFFALO TERMINAL,4226,27.78,0.06,0.14,1.03,0,0,0,0,0,POINT (-78.87846 42.88545)
2018,GENESEE,BATAVIA,8180200045,BATAVIA POWER PLANT,4911,0.34,19.79,3.82,19437.63,1.08,0,1.08,0,0.56,POINT (-78.18838 42.99842)
2018,SENECA,WATERLOO,8453200023,SENECA MEADOWS SWMF,4953,74.03,34.82,79.55,132430.79,2.81,2.81,0,1.66,32.95,POINT (-76.8627 42.89895)
2010,RENSSELAER,RENSSELAER,4381400029,RENSSELAER COGEN FACILITY,4911,0.38,6.24,2.78,14573.99,1.91,1.91,0.73,0,0.5,POINT (-73.74127 42.64472)
2021,SCHENECTADY,SCHENECTADY,4422800076,VON ROLL USA INC,2821,9.75,4.72,3.55,5650.41,0.81,0.18,0.19,2.21,0.03,POINT (-73.94122 42.81238)
2016,NEW YORK,NEW YORK,2620400118,ROCKEFELLER UNIVERSITY,6512,2.16,21.37,16.74,23226.24,1.88,0.17,1.64,0.13,0.16,POINT (-74.00712 40.71453)
2018,MONROE,ROCHESTER,8261400205,EASTMAN BUSINESS PARK,3861,54.22,1.43,0.31,2918.61,27.52,2.37,3.73,0.81,0.01,POINT (-77.61632 43.1558)
2019,NASSAU,WANTAGH,1282000653,CEDAR CREEK WPCP,4952,10.56,144.06,140.73,1991.82,0,2.11,3.31,0,7.61,POINT (-73.50984 40.67585)
2017,DUTCHESS,HOPEWELL JUNCTION,3132800025,GLOBALFOUNDRIES EAST FISHKILL FACILITY,3674,14.13,24.83,41.69,54751.4,4.63,0.18,3.44,2.95,5.28,POINT (-73.80744 41.57661)
2015,STEUBEN,BATH,8462400159,SREC BATH LFGTE FACILITY,4911,7.44,25.44,84.45,15941.39,1.41,1.4,0.01,0.9,3.17,POINT (-77.31785 42.33799)
2022,NASSAU,LAWRENCE,1282001085,SPRAGUE OPERATING RESOURCES LLC,5171,27.03,0.05,0.01,51.42,0.01,0,0,1.06,0,POINT (-73.73663 40.61364)
2011,SUFFOLK,BROOKHAVEN,1472200105,HOLTSVILLE GT & LNG FACILITY,4925,0.14,180.37,1.11,49990.74,7.8,7.8,1.45,0,8.8,POINT (-72.91224 40.7737)
2015,NASSAU,OYSTER BAY,1282402146,GLENWOOD LANDING ENERGY CENTER,4911,1.94,12.22,54.37,112000.74,2.59,2.58,0,0,1.02,POINT (-73.53412 40.87239)
2012,ORANGE,NEW WINDSOR,3334800087,GLOBAL COMPANIES - NORTH TERMINAL,5171,9.96,0.01,0.01,0,0,0,0,0,0.03,POINT (-74.02274 41.47742)
2015,CLINTON,PLATTSBURGH,5094200106,SARANAC POWER PARTNERS COGENERATION FAC,4911,6.45,52.17,3.67,157304.66,15.47,15.45,0.02,0,2.13,POINT (-73.45303 44.69913)
2013,GENESEE,OAKFIELD,8183800007,U S GYPSUM CO OAKFIELD PLANT,2621,7.4,52.99,21.34,30370.93,1.84,1.84,0,0,0.52,POINT (-78.27071 43.06599)
2012,NEW YORK,MANHATTAN (6202),2620200100,ONE LINCOLN PLAZA CONDOMINIUM,6514,0.39,17.69,1.61,8196.49,3.55,3.55,3.52,0.12,15.15,POINT (-74.00601 40.7145)
2022,CHEMUNG,ELMIRA,8072800004,CHEMUNG COUNTY LANDFILL,4953,2.56,13.46,73.12,54604,3.32,3.32,0,3.14,69.03,POINT (-76.79893 42.09064)
2012,NASSAU,HEMPSTEAD,1282001015,NASSAU ENERGY,4911,4.98,290.67,32.8,230808.32,2.39,2.38,1.37,0,6.68,POINT (-73.62194 40.7101)
2022,NASSAU,GLENWOOD LANDING,1282402146,GLENWOOD LANDING ENERGY CENTER,4911,3.23,10.18,121.31,121521.31,10.66,3.33,7.22,1.1,0.7,POINT (-73.64261 40.83002)
2019,SARATOGA,NORTHUMBERLAND,5414600018,GREEN RIDGE RDF,4953,3.29,4.22,19.06,15662.74,0,0,1.06,0.23,1.33,POINT (-73.58817 43.1273)
2022,KINGS,BROOKLYN,2610500263,STARRETT CITY POWER PLANT,6514,11.62,149.8,70.54,96695.91,6.44,1.24,5.16,1.52,1.47,POINT (-73.99036 40.69245)
2015,ALLEGANY,WILLING,9027400004,BEECH HILL COMPRESSOR STATION,4922,19.07,16.19,65.42,14373.43,4.21,3.67,0.55,0,0.08,POINT (-77.89756 42.0488)
2018,BRONX,BRONX,2600300038,RIVERBAY CORP-CO-OP CITY,6513,3.72,66.74,4.12,107026.23,7.67,0.28,6.71,0,0.6,POINT (-73.92309 40.826)
